# Acesta este un export al documentului cu Statistica Pe Candidați de
# pe site-ul BEC oficial, de aici http://www.becparlamentare2012.ro/statistici%20rezultate%20finale.html
#
# Acest fișier este folosit de results_2012_import.php pentru a asocia
# un număr de voturi cu fiecare candidat în parte și a le adăuga în baza
# noastră de date în tabelele proprii.
#
# NUME,NumeCompetitor,Nr circumscriptie,Nume circ,Colegiu senat,Colegiu Deputati,Total voturi pe colegiu,Total alegatori prezenti,Voturi Obtinute de candidat,Mandat Atribuit,Procent
#
MANDRA IOAN,PARTIDUL POPORULUI - DAN DIACONESCU,26,MARAMUREŞ,,3,20287,20936,2062,0,10.16%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,26,MARAMUREŞ,,3,20287,20936,45,0,0.22%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,26,MARAMUREŞ,,3,20287,20936,13,0,0.06%
LEŞE DORU-BRAŞOAN,UNIUNEA SOCIAL LIBERALĂ,26,MARAMUREŞ,,4,21940,22566,10064,0,45.87%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,26,MARAMUREŞ,,4,21940,22566,26,0,0.12%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,26,MARAMUREŞ,,4,21940,22566,16,0,0.07%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,26,MARAMUREŞ,,4,21940,22566,20,0,0.09%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,26,MARAMUREŞ,,4,21940,22566,10,0,0.05%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,26,MARAMUREŞ,,4,21940,22566,26,0,0.12%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,26,MARAMUREŞ,,4,21940,22566,10,0,0.05%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,26,MARAMUREŞ,,4,21940,22566,10,0,0.05%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,26,MARAMUREŞ,,4,21940,22566,35,0,0.16%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,26,MARAMUREŞ,,4,21940,22566,19,0,0.09%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,26,MARAMUREŞ,,4,21940,22566,19,0,0.09%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,26,MARAMUREŞ,,4,21940,22566,21,0,0.10%
SZÉKELY NICOLAE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,26,MARAMUREŞ,,4,21940,22566,961,0,4.38%
NAGY ROLLAND-FLORIAN,PARTIDUL ECOLOGIST ROMÂN,26,MARAMUREŞ,,4,21940,22566,495,0,2.26%
REVNIC VASILE-MARINEL,PARTIDUL POPORULUI - DAN DIACONESCU,26,MARAMUREŞ,,4,21940,22566,3437,0,15.67%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,26,MARAMUREŞ,,4,21940,22566,43,0,0.20%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,26,MARAMUREŞ,,4,21940,22566,8,0,0.04%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",26,MARAMUREŞ,,4,21940,22566,40,0,0.18%
MAN MIRCEA,ALIANŢA ROMÂNIA DREAPTĂ,26,MARAMUREŞ,,4,21940,22566,6613,1,30.14%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,26,MARAMUREŞ,,4,21940,22566,44,0,0.20%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,26,MARAMUREŞ,,4,21940,22566,2,0,0.01%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,26,MARAMUREŞ,,4,21940,22566,12,0,0.05%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,26,MARAMUREŞ,,4,21940,22566,9,0,0.04%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,26,MARAMUREŞ,,5,15453,16034,10,0,0.06%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,26,MARAMUREŞ,,5,15453,16034,5,0,0.03%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,26,MARAMUREŞ,,5,15453,16034,9,0,0.06%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,26,MARAMUREŞ,,5,15453,16034,15,0,0.10%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,26,MARAMUREŞ,,5,15453,16034,10,0,0.06%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,26,MARAMUREŞ,,5,15453,16034,21,0,0.14%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,26,MARAMUREŞ,,5,15453,16034,12,0,0.08%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,26,MARAMUREŞ,,5,15453,16034,15,0,0.10%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,26,MARAMUREŞ,,5,15453,16034,23,0,0.15%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,26,MARAMUREŞ,,5,15453,16034,8,0,0.05%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,26,MARAMUREŞ,,5,15453,16034,12,0,0.08%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,26,MARAMUREŞ,,5,15453,16034,14,0,0.09%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,26,MARAMUREŞ,,5,15453,16034,13,0,0.08%
TIMIŞ VASILE,ALIANŢA ROMÂNIA DREAPTĂ,26,MARAMUREŞ,,5,15453,16034,2517,0,16.29%
ŞIMON GHEORGHE,UNIUNEA SOCIAL LIBERALĂ,26,MARAMUREŞ,,5,15453,16034,7843,1,50.75%
VIDA NOEMI-ERIKA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,26,MARAMUREŞ,,5,15453,16034,214,0,1.38%
HANŢIG GAVRILĂ,PARTIDUL ECOLOGIST ROMÂN,26,MARAMUREŞ,,5,15453,16034,640,0,4.14%
FONTA NUŢU,PARTIDUL POPORULUI - DAN DIACONESCU,26,MARAMUREŞ,,5,15453,16034,3968,1,25.68%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,26,MARAMUREŞ,,5,15453,16034,29,0,0.19%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",26,MARAMUREŞ,,5,15453,16034,8,0,0.05%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,26,MARAMUREŞ,,5,15453,16034,55,0,0.36%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,26,MARAMUREŞ,,5,15453,16034,10,0,0.06%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,26,MARAMUREŞ,,5,15453,16034,2,0,0.01%
TIVADAR VASILE,PARTIDUL ECOLOGIST ROMÂN,26,MARAMUREŞ,,6,19541,20091,294,0,1.50%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,26,MARAMUREŞ,,6,19541,20091,106,0,0.54%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,26,MARAMUREŞ,,6,19541,20091,11,0,0.06%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,26,MARAMUREŞ,,6,19541,20091,11,0,0.06%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,26,MARAMUREŞ,,6,19541,20091,22,0,0.11%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,26,MARAMUREŞ,,6,19541,20091,13,0,0.07%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,26,MARAMUREŞ,,6,19541,20091,12,0,0.06%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,26,MARAMUREŞ,,6,19541,20091,8,0,0.04%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,26,MARAMUREŞ,,6,19541,20091,8,0,0.04%
IUGA NICOLAE,PARTIDUL POPORULUI - DAN DIACONESCU,26,MARAMUREŞ,,6,19541,20091,3274,0,16.75%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,26,MARAMUREŞ,,6,19541,20091,35,0,0.18%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,26,MARAMUREŞ,,6,19541,20091,12,0,0.06%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",26,MARAMUREŞ,,6,19541,20091,18,0,0.09%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,26,MARAMUREŞ,,6,19541,20091,37,0,0.19%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,26,MARAMUREŞ,,6,19541,20091,14,0,0.07%
BÉRES ŞTEFAN-VASILE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,26,MARAMUREŞ,,6,19541,20091,1425,0,7.29%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,26,MARAMUREŞ,,6,19541,20091,4,0,0.02%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,26,MARAMUREŞ,,6,19541,20091,6,0,0.03%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,26,MARAMUREŞ,,6,19541,20091,29,0,0.15%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,26,MARAMUREŞ,,6,19541,20091,28,0,0.14%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,26,MARAMUREŞ,,6,19541,20091,22,0,0.11%
DĂNCUŞ IOAN-DORU,ALIANŢA ROMÂNIA DREAPTĂ,26,MARAMUREŞ,,6,19541,20091,2338,0,11.96%
NEGRUŢ CORNELIA,UNIUNEA SOCIAL LIBERALĂ,26,MARAMUREŞ,,6,19541,20091,11814,1,60.46%
BERCI VASILE,UNIUNEA SOCIAL LIBERALĂ,26,MARAMUREŞ,,7,15405,16223,9047,1,58.73%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,26,MARAMUREŞ,,7,15405,16223,19,0,0.12%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,26,MARAMUREŞ,,7,15405,16223,10,0,0.06%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,26,MARAMUREŞ,,7,15405,16223,10,0,0.06%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,26,MARAMUREŞ,,7,15405,16223,39,0,0.25%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,26,MARAMUREŞ,,7,15405,16223,20,0,0.13%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,26,MARAMUREŞ,,7,15405,16223,17,0,0.11%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,26,MARAMUREŞ,,7,15405,16223,21,0,0.14%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,26,MARAMUREŞ,,7,15405,16223,15,0,0.10%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,26,MARAMUREŞ,,7,15405,16223,11,0,0.07%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,26,MARAMUREŞ,,7,15405,16223,18,0,0.12%
SZAKACS LEVENTE-ISTVAN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,26,MARAMUREŞ,,7,15405,16223,228,0,1.48%
GRIJAC GHEORGHE-ALEXA,PARTIDUL ECOLOGIST ROMÂN,26,MARAMUREŞ,,7,15405,16223,431,0,2.80%
BUDA IOAN,PARTIDUL POPORULUI - DAN DIACONESCU,26,MARAMUREŞ,,7,15405,16223,1884,0,12.23%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,26,MARAMUREŞ,,7,15405,16223,32,0,0.21%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,26,MARAMUREŞ,,7,15405,16223,12,0,0.08%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",26,MARAMUREŞ,,7,15405,16223,11,0,0.07%
DEAC ALEXANDRU,ALIANŢA ROMÂNIA DREAPTĂ,26,MARAMUREŞ,,7,15405,16223,3119,0,20.25%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,26,MARAMUREŞ,,7,15405,16223,23,0,0.15%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,26,MARAMUREŞ,,7,15405,16223,7,0,0.05%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,26,MARAMUREŞ,,7,15405,16223,311,1,2.02%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,26,MARAMUREŞ,,7,15405,16223,4,0,0.03%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,26,MARAMUREŞ,,7,15405,16223,116,0,0.75%
PAŞCA LIVIU-TITUS,UNIUNEA SOCIAL LIBERALĂ,26,MARAMUREŞ,1,,45380,46824,25322,1,55.80%
SIMORI ALEXANDRU,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,26,MARAMUREŞ,1,,45380,46824,3277,0,7.22%
SZANISZLO IOSIF,ERDÉLYI MAGYAR NÉPPÁRT - PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA,26,MARAMUREŞ,1,,45380,46824,1012,0,2.23%
CRIŞAN VASILE-VIOREL,PARTIDUL ECOLOGIST ROMÂN,26,MARAMUREŞ,1,,45380,46824,1993,0,4.39%
CRISTEA PAMFIL,PARTIDUL POPORULUI - DAN DIACONESCU,26,MARAMUREŞ,1,,45380,46824,4354,0,9.59%
ROGOJAN MIHAI-CIPRIAN,ALIANŢA ROMÂNIA DREAPTĂ,26,MARAMUREŞ,1,,45380,46824,9422,1,20.76%
AIACOBOAIE BOGDAN-EDUARD,ALIANŢA ROMÂNIA DREAPTĂ,26,MARAMUREŞ,2,,42174,43502,8144,0,19.31%
BOTA MARIUS-SORIN-OVIDIU,UNIUNEA SOCIAL LIBERALĂ,26,MARAMUREŞ,2,,42174,43502,23847,1,56.54%
PATAKI ANA-MARIA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,26,MARAMUREŞ,2,,42174,43502,2228,0,5.28%
HUPKA FELIX,ERDÉLYI MAGYAR NÉPPÁRT - PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA,26,MARAMUREŞ,2,,42174,43502,814,0,1.93%
BECHIŞ LIVIU,PARTIDUL ECOLOGIST ROMÂN,26,MARAMUREŞ,2,,42174,43502,1091,0,2.59%
SABO SIMION-DORIN,PARTIDUL POPORULUI - DAN DIACONESCU,26,MARAMUREŞ,2,,42174,43502,6050,0,14.35%
BÎRLEA GHEORGHE,ALIANŢA ROMÂNIA DREAPTĂ,26,MARAMUREŞ,3,,50545,52348,6323,0,12.51%
VLAŞIN VASILE,PARTIDUL POPORULUI - DAN DIACONESCU,26,MARAMUREŞ,3,,50545,52348,8248,0,16.32%
POP LIVIU-MARIAN,UNIUNEA SOCIAL LIBERALĂ,26,MARAMUREŞ,3,,50545,52348,32185,1,63.68%
HEREA AURELIA-MARIA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,26,MARAMUREŞ,3,,50545,52348,1396,0,2.76%
TAKÁCS ATTILA-JANOS,ERDÉLYI MAGYAR NÉPPÁRT - PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA,26,MARAMUREŞ,3,,50545,52348,614,0,1.21%
MIHALI TOADER,PARTIDUL ECOLOGIST ROMÂN,26,MARAMUREŞ,3,,50545,52348,1779,0,3.52%
CĂLIN CONSTANTIN,PARTIDUL POPORULUI - DAN DIACONESCU,29,NEAMŢ,,1,21641,22678,2837,0,13.11%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,29,NEAMŢ,,1,21641,22678,3,0,0.01%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,29,NEAMŢ,,1,21641,22678,27,0,0.12%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,29,NEAMŢ,,1,21641,22678,37,0,0.17%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,29,NEAMŢ,,1,21641,22678,5,0,0.02%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,29,NEAMŢ,,1,21641,22678,18,0,0.08%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,29,NEAMŢ,,1,21641,22678,30,0,0.14%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,29,NEAMŢ,,1,21641,22678,18,0,0.08%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",29,NEAMŢ,,1,21641,22678,38,0,0.18%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,29,NEAMŢ,,1,21641,22678,15,0,0.07%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,29,NEAMŢ,,1,21641,22678,33,0,0.15%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,29,NEAMŢ,,1,21641,22678,6,0,0.03%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,29,NEAMŢ,,1,21641,22678,23,0,0.11%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,29,NEAMŢ,,1,21641,22678,68,0,0.31%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,29,NEAMŢ,,1,21641,22678,14,0,0.06%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,29,NEAMŢ,,1,21641,22678,8,0,0.04%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,29,NEAMŢ,,1,21641,22678,12,0,0.06%
EIGEL TIBOR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,29,NEAMŢ,,1,21641,22678,39,0,0.18%
DRĂGUŞANU VASILE-CĂTĂLIN,UNIUNEA SOCIAL LIBERALĂ,29,NEAMŢ,,1,21641,22678,12821,1,59.24%
MOCANU TOADER,ALIANŢA ROMÂNIA DREAPTĂ,29,NEAMŢ,,1,21641,22678,4318,0,19.95%
PANAINTESCU CONSTANTIN-ROMEO,PARTIDUL ROMÂNIA MARE,29,NEAMŢ,,1,21641,22678,533,0,2.46%
LUPU COSTACHE,PARTIDUL POPULAR,29,NEAMŢ,,1,21641,22678,228,0,1.05%
BONTEANU JEAN-PAUL,PARTIDUL ECOLOGIST ROMÂN,29,NEAMŢ,,1,21641,22678,485,0,2.24%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,29,NEAMŢ,,1,21641,22678,12,0,0.06%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,29,NEAMŢ,,1,21641,22678,13,0,0.06%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,29,NEAMŢ,,2,24521,25773,6,0,0.02%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,29,NEAMŢ,,2,24521,25773,46,0,0.19%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,29,NEAMŢ,,2,24521,25773,8,0,0.03%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,29,NEAMŢ,,2,24521,25773,30,0,0.12%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",29,NEAMŢ,,2,24521,25773,26,0,0.11%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,29,NEAMŢ,,2,24521,25773,23,0,0.09%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,29,NEAMŢ,,2,24521,25773,43,0,0.18%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,29,NEAMŢ,,2,24521,25773,95,0,0.39%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,29,NEAMŢ,,2,24521,25773,31,0,0.13%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,29,NEAMŢ,,2,24521,25773,19,0,0.08%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,29,NEAMŢ,,2,24521,25773,10,0,0.04%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,29,NEAMŢ,,2,24521,25773,10,0,0.04%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,29,NEAMŢ,,2,24521,25773,9,0,0.04%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,29,NEAMŢ,,2,24521,25773,43,0,0.18%
NAGY ZOLTÁN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,29,NEAMŢ,,2,24521,25773,44,0,0.18%
MARCOCI VLAD,UNIUNEA SOCIAL LIBERALĂ,29,NEAMŢ,,2,24521,25773,14827,1,60.47%
STOICA MIHAELA,ALIANŢA ROMÂNIA DREAPTĂ,29,NEAMŢ,,2,24521,25773,4946,1,20.17%
CREŢU NICULINA,PARTIDUL ROMÂNIA MARE,29,NEAMŢ,,2,24521,25773,527,0,2.15%
CHIFU IOAN-ADRIAN,PARTIDUL POPORULUI - DAN DIACONESCU,29,NEAMŢ,,2,24521,25773,2875,0,11.72%
PLUGARU DUMITRU,PARTIDUL POPULAR,29,NEAMŢ,,2,24521,25773,261,0,1.06%
FRĂŢILĂ VALERICĂ,PARTIDUL ECOLOGIST ROMÂN,29,NEAMŢ,,2,24521,25773,585,0,2.39%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,29,NEAMŢ,,2,24521,25773,9,0,0.04%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,29,NEAMŢ,,2,24521,25773,17,0,0.07%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,29,NEAMŢ,,2,24521,25773,28,0,0.11%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,29,NEAMŢ,,2,24521,25773,3,0,0.01%
ATANASIU CRISTIAN-ŞTEFAN,PARTIDUL ROMÂNIA MARE,29,NEAMŢ,,3,22272,23569,477,0,2.14%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,29,NEAMŢ,,3,22272,23569,4,0,0.02%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,29,NEAMŢ,,3,22272,23569,19,0,0.09%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,29,NEAMŢ,,3,22272,23569,67,0,0.30%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,29,NEAMŢ,,3,22272,23569,10,0,0.04%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,29,NEAMŢ,,3,22272,23569,41,0,0.18%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,29,NEAMŢ,,3,22272,23569,25,0,0.11%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,29,NEAMŢ,,3,22272,23569,24,0,0.11%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,29,NEAMŢ,,3,22272,23569,6,0,0.03%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,29,NEAMŢ,,3,22272,23569,12,0,0.05%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",29,NEAMŢ,,3,22272,23569,36,0,0.16%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,29,NEAMŢ,,3,22272,23569,5,0,0.02%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,29,NEAMŢ,,3,22272,23569,17,0,0.08%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,29,NEAMŢ,,3,22272,23569,8,0,0.04%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,29,NEAMŢ,,3,22272,23569,7,0,0.03%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,29,NEAMŢ,,3,22272,23569,16,0,0.07%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,29,NEAMŢ,,3,22272,23569,19,0,0.09%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,29,NEAMŢ,,3,22272,23569,19,0,0.09%
MAGYARI LEVENTE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,29,NEAMŢ,,3,22272,23569,41,0,0.18%
